Author,Committer,Date,Message,Check Runs,Weekday,Year and Month
Sopel97,Disservin,2024-05-30 21:05:21+00:00,Replace std::from_chars with std::stoull  the former was not widely supported; requiring newer compiler versions.  closes https://github.com/official-stockfish/Stockfish/pull/5313  No functional change,True,3,2024-05-01
Sopel97,Disservin,2024-05-30 21:05:16+00:00,Fix process' processor affinity determination on Windows.  Specialize and privatize NumaConfig::get_process_affinity. Only enable NUMA capability for 64-bit Windows.  Following #5307 and some more testing it was determined that the way affinity was being determined on Windows was incorrect; based on incorrect assumptions about GetNumaProcessorNodeEx.  This patch fixes the issue by attempting to retrieve the actual process' processor affinity using Windows API. However one issue persists that is not addressable due to limitations of Windows; and will have to be considered a limitation. If affinities were set using SetThreadAffinityMask instead of SetThreadSelectedCpuSetMasks and GetProcessGroupAffinity returns more than 1 group it is NOT POSSIBLE to determine the affinity programmatically on Windows. In such case the implementation assumes no affinites are set and will consider all processors available for execution.  closes https://github.com/official-stockfish/Stockfish/pull/5312  No functional change,True,3,2024-05-01
Disservin,Disservin,2024-05-30 21:05:01+00:00,NUMA: Fix concurrency counting for windows systems  If there is more than 1 processor group; std::thread::hardware_concurrency should not be used.  fixes #5307  closes https://github.com/official-stockfish/Stockfish/pull/5311  No functional change,True,3,2024-05-01
FauziAkram,Disservin,2024-05-30 21:00:22+00:00,Simplifying the malus for putting piece en prise formula  Simplifying the malus for putting piece en prise formula by merging the minor pieces and pawns (removing the pawn exclusion from the formula).  Passed STC: https://tests.stockfishchess.org/tests/view/66578d9c6b0e318cefa8d441 LLR: 2.99 (-2.94;2.94) <-1.75;0.25> Total: 314272 W: 80705 L: 80786 D: 152781 Ptnml(0-2): 873; 37577; 80366; 37398; 922  Passed LTC (before rebasing): https://tests.stockfishchess.org/tests/view/6657b5ee6b0e318cefa8d6ab LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 117000 W: 29447 L: 29324 D: 58229 Ptnml(0-2): 47; 12877; 32535; 12988; 53  Passed LTC (also after rebasing): https://tests.stockfishchess.org/tests/view/6658803d6b0e318cefa8fd99 LLR: 2.96 (-2.94;2.94) <-1.75;0.25> Total: 244992 W: 61807 L: 61814 D: 121371 Ptnml(0-2): 125; 27420; 67414; 27411; 126  closes https://github.com/official-stockfish/Stockfish/pull/5316  Bench: 1484840,True,3,2024-05-01
Vizvezdenec,Disservin,2024-05-30 20:54:23+00:00,Allow tt cutoffs for shallower depths in certain conditions  Current master allows tt cutoffs only when depth from tt is strictly greater than current node depth. This patch also allows them when it's equal and if tt value is lower or equal to beta.  Passed STC: https://tests.stockfishchess.org/tests/view/66578e2e6b0e318cefa8d447 LLR: 2.93 (-2.94;2.94) <0.00;2.00> Total: 26592 W: 6944 L: 6645 D: 13003 Ptnml(0-2): 67; 3039; 6795; 3318; 77  Passed LTC: https://tests.stockfishchess.org/tests/view/6657f46b6b0e318cefa8d7e9 LLR: 2.96 (-2.94;2.94) <0.50;2.50> Total: 142572 W: 36315 L: 35776 D: 70481 Ptnml(0-2): 70; 15666; 39288; 16179; 83  closes https://github.com/official-stockfish/Stockfish/pull/5314  Bench: 1368486,True,3,2024-05-01
FauziAkram,Disservin,2024-05-30 20:53:20+00:00,Functional simplification in the transposition table  Passed STC: LLR: 2.98 (-2.94;2.94) <-1.75;0.25> Total: 154848 W: 39838 L: 39750 D: 75260 Ptnml(0-2): 404; 16214; 44087; 16328; 391 https://tests.stockfishchess.org/tests/view/664892b088b8c6a2bbe430fc  Passed LTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 68172 W: 17296 L: 17137 D: 33739 Ptnml(0-2): 23; 6349; 21185; 6504; 25 https://tests.stockfishchess.org/tests/view/6648aabfa0781149e383e526  closes https://github.com/official-stockfish/Stockfish/pull/5263  Bench: 1623228,True,3,2024-05-01
Viren6,vondele,2024-05-30 12:34:24+00:00,Add extension condition to cutoffCnt  Decrease cutoffCnt increment by 1 if extension is 2 or greater.  Passed STC: https://tests.stockfishchess.org/tests/view/66577a696b0e318cefa8d34d LLR: 2.94 (-2.94;2.94) <0.00;2.00> Total: 99200 W: 25703 L: 25297 D: 48200 Ptnml(0-2): 253; 11660; 25390; 12022; 275  Passed LTC: https://tests.stockfishchess.org/tests/view/665787ab6b0e318cefa8d411 LLR: 2.94 (-2.94;2.94) <0.50;2.50> Total: 124530 W: 31659 L: 31161 D: 61710 Ptnml(0-2): 58; 13578; 34489; 14088; 52  closes https://github.com/official-stockfish/Stockfish/pull/5310  bench 1623228,True,3,2024-05-01
robertnurnberg,vondele,2024-05-30 12:29:31+00:00,Tweak and update the WDL model  This PR updates the internal WDL model; using data from 2.5M games played by SF-dev (3c62ad7). Note that the normalizing constant has increased from 329 to 368.  Changes to the fitting procedure:  * the value for --materialMin was increased from 10 to 17: including data with less material leads to less accuracy for larger material count values * the data was filtered to only include single thread LTC games at 60+0.6 * the data was filtered to only include games from master against patches that are (approximatively) within 5 nElo of master  For more information and plots of the model see PR#5309  closes https://github.com/official-stockfish/Stockfish/pull/5309  No functional change,True,3,2024-05-01
linrock,vondele,2024-05-30 12:28:07+00:00,Update default main net to nn-ddcfb9224cdb.nnue  Created by further tuning the spsa-tuned main net `nn-c721dfca8cd3.nnue` with the same methods described in https://github.com/official-stockfish/Stockfish/pull/5254  This net was reached at 61k / 120k spsa games at 70+0.7 th 7: https://tests.stockfishchess.org/tests/view/665639d0a86388d5e27dd259  Passed STC: https://tests.stockfishchess.org/tests/view/6657d44e6b0e318cefa8d771 LLR: 2.95 (-2.94;2.94) <0.00;2.00> Total: 114688 W: 29775 L: 29344 D: 55569 Ptnml(0-2): 274; 13633; 29149; 13964; 324  Passed LTC: https://tests.stockfishchess.org/tests/view/6657e1e46b0e318cefa8d7a6 LLR: 2.94 (-2.94;2.94) <0.50;2.50> Total: 88152 W: 22412 L: 21988 D: 43752 Ptnml(0-2): 56; 9560; 24409; 10006; 45  closes https://github.com/official-stockfish/Stockfish/pull/5308  Bench: 1434678,True,3,2024-05-01
FauziAkram,vondele,2024-05-30 12:21:28+00:00,Remove Queen threatenedByMinor  Remove Queen threatenedByMinor from movepick  Passed STC: LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 54432 W: 14053 L: 13855 D: 26524 Ptnml(0-2): 124; 6347; 14090; 6517; 138 https://tests.stockfishchess.org/tests/view/66578d036b0e318cefa8d43d  Passed LTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 198168 W: 49979 L: 49940 D: 98249 Ptnml(0-2): 84; 21824; 55236; 21849; 91 https://tests.stockfishchess.org/tests/view/66579cf86b0e318cefa8d5b1  closes https://github.com/official-stockfish/Stockfish/pull/5306  bench: 1342438,True,3,2024-05-01
linrock,vondele,2024-05-30 12:18:39+00:00,Simplify blending eval with nnue complexity  Passed non-regression STC: https://tests.stockfishchess.org/tests/view/66567377a86388d5e27dd89c LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 144000 W: 37443 L: 37338 D: 69219 Ptnml(0-2): 587; 17260; 36208; 17351; 594  Passed non-regression LTC: https://tests.stockfishchess.org/tests/view/66567f29a86388d5e27dd924 LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 112326 W: 28550 L: 28421 D: 55355 Ptnml(0-2): 66; 12732; 30434; 12869; 62  closes https://github.com/official-stockfish/Stockfish/pull/5305  bench 1554486,True,3,2024-05-01
xu-shawn,vondele,2024-05-30 12:16:17+00:00,Simplify Away Quadruple Extension  Passed non-regression VVLTC: LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 90792 W: 23155 L: 23018 D: 44619 Ptnml(0-2): 6; 8406; 28432; 8549; 3 https://tests.stockfishchess.org/tests/view/664ffa4ca86388d5e27d8e7a  Passed non-regression VLTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 288136 W: 72608 L: 72659 D: 142869 Ptnml(0-2): 38; 30258; 83525; 30211; 36 https://tests.stockfishchess.org/tests/view/66551609a86388d5e27db9ae  closes https://github.com/official-stockfish/Stockfish/pull/5293  bench 1501735,True,3,2024-05-01
xoto10,Disservin,2024-05-29 17:04:57+00:00,Add compensation factor to adjust extra time according to time control  As stockfish nets and search evolve; the existing time control appears to give too little time at STC; roughly correct at LTC; and too little at VLTC+.  This change adds an adjustment to the optExtra calculation. This adjustment is easy to retune and refine; so it should be easier to keep up-to-date than the more complex calculations used for optConstant and optScale.  Passed STC 10+0.1: LLR: 2.93 (-2.94;2.94) <0.00;2.00> Total: 169568 W: 43803 L: 43295 D: 82470 Ptnml(0-2): 485; 19679; 44055; 19973; 592 https://tests.stockfishchess.org/tests/view/66531865a86388d5e27da9fa  Yellow LTC 60+0.6: LLR: -2.94 (-2.94;2.94) <0.50;2.50> Total: 209970 W: 53087 L: 52914 D: 103969 Ptnml(0-2): 91; 19652; 65314; 19849; 79 https://tests.stockfishchess.org/tests/view/6653e38ba86388d5e27daaa0  Passed VLTC 180+1.8 : LLR: 2.94 (-2.94;2.94) <0.50;2.50> Total: 85618 W: 21735 L: 21342 D: 42541 Ptnml(0-2): 15; 8267; 25848; 8668; 11 https://tests.stockfishchess.org/tests/view/6655131da86388d5e27db95f  closes https://github.com/official-stockfish/Stockfish/pull/5297  Bench: 1212167,True,2,2024-05-01
xu-shawn,Disservin,2024-05-29 17:01:50+00:00,Simplify Fail Low Bonus Formula  Tested against PR #5299  Passed Non-regression STC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 76352 W: 19797 L: 19619 D: 36936 Ptnml(0-2): 236; 9017; 19509; 9161; 253 https://tests.stockfishchess.org/tests/view/66564f60a86388d5e27dd307  Passed Non-regression LTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 114624 W: 28946 L: 28821 D: 56857 Ptnml(0-2): 59; 12675; 31714; 12810; 54 https://tests.stockfishchess.org/tests/view/6656543da86388d5e27dd329  closes https://github.com/official-stockfish/Stockfish/pull/5301  Bench: 1212167,True,2,2024-05-01
mstembera,Disservin,2024-05-29 17:00:37+00:00,Fix MSVC NUMA compile issues  closes https://github.com/official-stockfish/Stockfish/pull/5298  No functional change,True,2,2024-05-01
xu-shawn,Disservin,2024-05-29 16:58:38+00:00,Tune Fail Low Bonus  Fractional bonus idea is from @Ergodice on [discord](https://discord.com/channels/435943710472011776/735707599353151579/1244039134499180614). Values are tuned for 149k games at LTC.  SPSA tune: https://tests.stockfishchess.org/tests/view/6652d5d5a86388d5e27da9d6  Failed STC: LLR: -2.95 (-2.94;2.94) <0.00;2.00> Total: 67424 W: 17364 L: 17528 D: 32532 Ptnml(0-2): 238; 8043; 17299; 7909; 223 https://tests.stockfishchess.org/tests/view/66551e1ba86388d5e27db9f9  Passed LTC: LLR: 2.94 (-2.94;2.94) <0.00;2.00> Total: 146910 W: 37141 L: 36695 D: 73074 Ptnml(0-2): 84; 16201; 40441; 16643; 86 https://tests.stockfishchess.org/tests/view/66559949a86388d5e27dcc5d  Passed VLTC: LLR: 2.95 (-2.94;2.94) <0.50;2.50> Total: 27248 W: 6924 L: 6633 D: 13691 Ptnml(0-2): 5; 2744; 7835; 3035; 5 https://tests.stockfishchess.org/tests/view/66563f4da86388d5e27dd27a  closes https://github.com/official-stockfish/Stockfish/pull/5299  Bench: 1390709,True,2,2024-05-01
snicolet,Disservin,2024-05-29 16:57:32+00:00,Merge pawn count terms using their average  This simplification patch merges the pawn count terms in the eval formula with the material term; updating the offset constant for the nnue part of the formula from 34000 to 34300 because the average pawn count in middlegame positions evaluated during search is around 8.  STC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 138240 W: 35834 L: 35723 D: 66683 Ptnml(0-2): 527; 16587; 34817; 16626; 563 https://tests.stockfishchess.org/tests/view/6653f474a86388d5e27daaac  LTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 454272 W: 114787 L: 115012 D: 224473 Ptnml(0-2): 246; 51168; 124553; 50903; 266 https://tests.stockfishchess.org/tests/view/6654f256a86388d5e27db131  closes https://github.com/official-stockfish/Stockfish/pull/5303  Bench: 1279635,True,2,2024-05-01
FauziAkram,Disservin,2024-05-29 16:55:30+00:00,Simplifying malus for putting piece en prise formula  Patch author: @ehsanrashid  Passed STC: LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 116192 W: 30229 L: 30094 D: 55869 Ptnml(0-2): 451; 13880; 29351; 13911; 503 https://tests.stockfishchess.org/tests/view/66510a40a86388d5e27da936  Passed LTC: LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 441312 W: 111009 L: 111220 D: 219083 Ptnml(0-2): 217; 49390; 121659; 49167; 223 https://tests.stockfishchess.org/tests/view/66530696a86388d5e27da9e3  closes https://github.com/official-stockfish/Stockfish/pull/5304  Bench: 1987574,True,2,2024-05-01
Sopel97,vondele,2024-05-28 16:34:15+00:00,"Improve performance on NUMA systems  Allow for NUMA memory replication for NNUE weights.  Bind threads to ensure execution on a specific NUMA node.  This patch introduces NUMA memory replication; currently only utilized for the NNUE weights. Along with it comes all machinery required to identify NUMA nodes and bind threads to specific processors/nodes. It also comes with small changes to Thread and ThreadPool to allow easier execution of custom functions on the designated thread. Old thread binding (WinProcGroup) machinery is removed because it's incompatible with this patch. Small changes to unrelated parts of the code were made to ensure correctness; like some classes being made unmovable; raw pointers replaced with unique_ptr. etc.  Windows 7 and Windows 10 is partially supported. Windows 11 is fully supported. Linux is fully supported; with explicit exclusion of Android. No additional dependencies.  -----------------  A new UCI option `NumaPolicy` is introduced. It can take the following values: ``` system - gathers NUMA node information from the system (lscpu or windows api); for each threads binds it to a single NUMA node none - assumes there is 1 NUMA node; never binds threads auto - this is the default value; depends on the number of set threads and NUMA nodes; will only enable binding on multinode systems and when the number of threads reaches a threshold (dependent on node size and count) [[custom]] -   // ':'-separated numa nodes   // ';'-separated cpu indices   // supports ""first-last"" range syntax for cpu indices;   for example '0-15;32-47:16-31;48-63' ```  Setting `NumaPolicy` forces recreation of the threads in the ThreadPool; which in turn forces the recreation of the TT.  The threads are distributed among NUMA nodes in a round-robin fashion based on fill percentage (i.e. it will strive to fill all NUMA nodes evenly). Threads are bound to NUMA nodes; not specific processors; because that's our only requirement and the OS can schedule them better.  Special care is made that maximum memory usage on systems that do not require memory replication stays as previously; that is; unnecessary copies are avoided.  On linux the process' processor affinity is respected. This means that if you for example use taskset to restrict Stockfish to a single NUMA node then the `system` and `auto` settings will only see a single NUMA node (more precisely; the processors included in the current affinity mask) and act accordingly.  -----------------  We can't ensure that a memory allocation takes place on a given NUMA node without using libnuma on linux; or using appropriate custom allocators on windows (https://learn.microsoft.com/en-us/windows/win32/memory/allocating-memory-from-a-numa-node); so to avoid complications the current implementation relies on first-touch policy. Due to this we also rely on the memory allocator to give us a new chunk of untouched memory from the system. This appears to work reliably on linux; but results may vary.  MacOS is not supported; because AFAIK it's not affected; and implementation would be problematic anyway.  Windows is supported since Windows 7 (https://learn.microsoft.com/en-us/windows/win32/api/processtopologyapi/nf-processtopologyapi-setthreadgroupaffinity). Until Windows 11/Server 2022 NUMA nodes are split such that they cannot span processor groups. This is because before Windows 11/Server 2022 it's not possible to set thread affinity spanning processor groups. The splitting is done manually in some cases (required after Windows 10 Build 20348). Since Windows 11/Server 2022 we can set affinites spanning processor group so this splitting is not done; so the behaviour is pretty much like on linux.  Linux is supported; **without** libnuma requirement. `lscpu` is expected.  -----------------  Passed 60+1 @ 256t 16000MB hash: https://tests.stockfishchess.org/tests/view/6654e443a86388d5e27db0d8 ``` LLR: 2.95 (-2.94;2.94) <0.00;10.00> Total: 278 W: 110 L: 29 D: 139 Ptnml(0-2): 0; 1; 56; 82; 0 ```  Passed SMP STC: https://tests.stockfishchess.org/tests/view/6654fc74a86388d5e27db1cd ``` LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 67152 W: 17354 L: 17177 D: 32621 Ptnml(0-2): 64; 7428; 18408; 7619; 57 ```  Passed STC: https://tests.stockfishchess.org/tests/view/6654fb27a86388d5e27db15c ``` LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 131648 W: 34155 L: 34045 D: 63448 Ptnml(0-2): 426; 13878; 37096; 14008; 416 ```  fixes #5253 closes https://github.com/official-stockfish/Stockfish/pull/5285  No functional change",True,1,2024-05-01
